PRIMARY_KEY,STATE,YEAR,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G
2015_WEST_VIRGINIA,WEST_VIRGINIA,2015,15077.0,20163.0,19814.0,20426.0,18432.0,162070.0,80142.0,257289.0
2015_WISCONSIN,WISCONSIN,2015,55907.0,58078.0,60999.0,61084.0,66253.0,489919.0,263896.0,809722.0
2015_WYOMING,WYOMING,2015,509.0,7841.0,7551.0,6902.0,6299.0,59453.0,26914.0,86876.0
2015_BUREAU_OF_INDIAN_EDUCATION,BUREAU_OF_INDIAN_EDUCATION,2015,,,,,,,,
2015_AMERICAN_SAMOA,AMERICAN_SAMOA,2015,,,,,,,,
2015_DEPARTMENT_OF_DEFENSE_EDUCATION_ACTIVITY,DEPARTMENT_OF_DEFENSE_EDUCATION_ACTIVITY,2015,3991.0,7470.0,6645.0,4839.0,2924.0,49894.0,13615.0,67500.0
2015_GUAM,GUAM,2015,514.0,2055.0,2261.0,2238.0,1669.0,18196.0,10056.0,28766.0
2015_PUERTO_RICO,PUERTO_RICO,2015,2728.0,23228.0,27753.0,29884.0,26700.0,227156.0,113547.0,343431.0
2015_U.S._VIRGIN_ISLANDS,U.S._VIRGIN_ISLANDS,2015,,963.0,1100.0,1035.0,914.0,8540.0,4302.0,
2010_ALABAMA,ALABAMA,2010,8179.0,57665.0,59117.0,57992.0,49719.0,467768.0,221940.0,697887.0
2010_ALASKA,ALASKA,2010,2990.0,10120.0,9917.0,9622.0,9643.0,78880.0,40114.0,121984.0
2010_ARIZONA,ARIZONA,2010,8554.0,82860.0,82862.0,80636.0,81326.0,660440.0,319747.0,988741.0
2010_ARKANSAS,ARKANSAS,2010,14059.0,37701.0,36873.0,36237.0,30330.0,293680.0,136156.0,443895.0
2010_CALIFORNIA,CALIFORNIA,2010,72404.0,468036.0,463691.0,476639.0,492545.0,3749960.0,1993538.0,5815902.0
2010_COLORADO,COLORADO,2010,30593.0,65182.0,63819.0,59684.0,60899.0,505302.0,242239.0,778134.0
2010_CONNECTICUT,CONNECTICUT,2010,15921.0,39670.0,41155.0,42346.0,41381.0,331884.0,173071.0,520876.0
2010_DELAWARE,DELAWARE,2010,1626.0,9810.0,9797.0,9504.0,8464.0,78843.0,39124.0,119593.0
2010_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2010,9581.0,5939.0,4877.0,4307.0,3407.0,37867.0,17632.0,65080.0
2010_FLORIDA,FLORIDA,2010,52779.0,197097.0,200682.0,201676.0,178315.0,1608622.0,784849.0,2446250.0
2010_GEORGIA,GEORGIA,2010,42816.0,132008.0,131326.0,123794.0,100392.0,1027655.0,474588.0,1545059.0
2010_HAWAII,HAWAII,2010,1393.0,16028.0,13457.0,12567.0,10818.0,109990.0,51975.0,163358.0
2010_IDAHO,IDAHO,2010,1821.0,21144.0,21575.0,20588.0,19362.0,171179.0,81715.0,254715.0
2010_ILLINOIS,ILLINOIS,2010,78260.0,146225.0,153781.0,154293.0,146953.0,1230308.0,636861.0,1945429.0
2010_INDIANA,INDIANA,2010,11652.0,76765.0,82387.0,79790.0,74836.0,640997.0,317818.0,970467.0
2010_IOWA,IOWA,2010,27211.0,39306.0,35071.0,35263.0,37704.0,281595.0,147663.0,456469.0
2010_KANSAS,KANSAS,2010,17318.0,37023.0,35991.0,34220.0,33180.0,285250.0,139505.0,442073.0
2010_KENTUCKY,KENTUCKY,2010,24260.0,51091.0,51189.0,48525.0,43723.0,404656.0,192661.0,621577.0
2010_LOUISIANA,LOUISIANA,2010,29657.0,54276.0,58778.0,49523.0,38438.0,428333.0,184292.0,642282.0
2010_MAINE,MAINE,2010,4247.0,13819.0,13728.0,14358.0,15315.0,110863.0,60148.0,175258.0
2010_MARYLAND,MARYLAND,2010,29377.0,62704.0,60765.0,61971.0,60555.0,496075.0,264055.0,789507.0
2010_MASSACHUSETTS,MASSACHUSETTS,2010,27747.0,67496.0,71140.0,71588.0,67716.0,570283.0,289161.0,887191.0
2010_MICHIGAN,MICHIGAN,2010,28187.0,112835.0,115722.0,118831.0,122236.0,929231.0,508868.0,1466286.0
2010_MINNESOTA,MINNESOTA,2010,14405.0,62961.0,61627.0,61706.0,73661.0,492597.0,268074.0,775076.0
2010_MISSISSIPPI,MISSISSIPPI,2010,3447.0,38923.0,38295.0,36113.0,29668.0,303722.0,136277.0,443446.0
2010_MISSOURI,MISSOURI,2010,28495.0,69376.0,68313.0,66944.0,65990.0,545120.0,275719.0,849334.0
2010_MONTANA,MONTANA,2010,1351.0,11115.0,10751.0,10729.0,10316.0,86025.0,43202.0,130578.0
2010_NEBRASKA,NEBRASKA,2010,12656.0,23411.0,21901.0,20875.0,22236.0,174225.0,88208.0,275089.0
2010_NEVADA,NEVADA,2010,4444.0,32454.0,34047.0,33070.0,29207.0,269773.0,129831.0,404048.0
2010_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2010,3097.0,11970.0,14294.0,15407.0,15019.0,116509.0,63135.0,182741.0
2010_NEW_JERSEY,NEW_JERSEY,2010,53564.0,92413.0,98641.0,99630.0,97358.0,794568.0,405143.0,1253275.0
2010_NEW_MEXICO,NEW_MEXICO,2010,7980.0,26688.0,25955.0,24469.0,20594.0,204677.0,98777.0,311434.0
2010_NEW_YORK,NEW_YORK,2010,51649.0,194607.0,198720.0,203761.0,191528.0,1609766.0,851829.0,2513244.0
2010_NORTH_CAROLINA,NORTH_CAROLINA,2010,23510.0,115782.0,118617.0,111112.0,91541.0,918327.0,432196.0,1374033.0
2010_NORTH_DAKOTA,NORTH_DAKOTA,2010,1529.0,7449.0,6974.0,7298.0,7581.0,57057.0,30288.0,88874.0
2010_OHIO,OHIO,2010,30047.0,129964.0,133202.0,133210.0,118946.0,1062797.0,531383.0,1624227.0
2010_OKLAHOMA,OKLAHOMA,2010,40688.0,52114.0,48519.0,45737.0,39634.0,389362.0,175949.0,605999.0
2010_OREGON,OREGON,2010,9392.0,40656.0,42924.0,42834.0,46212.0,342553.0,178119.0,530064.0
2010_PENNSYLVANIA,PENNSYLVANIA,2010,16294.0,128120.0,132497.0,135876.0,141710.0,1064238.0,582442.0,1662974.0
2010_RHODE_ISLAND,RHODE_ISLAND,2010,2054.0,10057.0,10865.0,10954.0,10466.0,85623.0,46059.0,133736.0
2010_SOUTH_CAROLINA,SOUTH_CAROLINA,2010,24188.0,54624.0,55636.0,52904.0,44703.0,436769.0,210257.0,671214.0
2010_SOUTH_DAKOTA,SOUTH_DAKOTA,2010,1974.0,11049.0,9140.0,9275.0,9063.0,74913.0,38192.0,115079.0
2010_TENNESSEE,TENNESSEE,2010,28787.0,76642.0,75481.0,71475.0,67441.0,596278.0,285715.0,910780.0
2010_TEXAS,TEXAS,2010,249122.0,374195.0,374111.0,354314.0,298400.0,2963292.0,1349106.0,4561520.0
2010_UTAH,UTAH,2010,10376.0,48043.0,46127.0,42227.0,38744.0,366560.0,160573.0,537509.0
2010_VERMONT,VERMONT,2010,10678.0,6259.0,6291.0,6757.0,7114.0,51052.0,28869.0,90599.0
2010_VIRGINIA,VIRGINIA,2010,30821.0,92899.0,93965.0,91877.0,89266.0,747726.0,379994.0,1158541.0
2010_WASHINGTON,WASHINGTON,2010,12056.0,75933.0,78546.0,78448.0,83712.0,626183.0,329616.0,967855.0
2010_WEST_VIRGINIA,WEST_VIRGINIA,2010,14660.0,21256.0,20493.0,20455.0,18430.0,165556.0,81407.0,261623.0
2010_WISCONSIN,WISCONSIN,2010,50200.0,60721.0,61015.0,61337.0,69858.0,487558.0,273807.0,811565.0
2010_WYOMING,WYOMING,2010,582.0,7611.0,6694.0,6657.0,6233.0,54593.0,26223.0,81398.0
2010_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2010,,4721.0,3397.0,2992.0,2203.0,27264.0,9977.0,
2010_AMERICAN_SAMOA,AMERICAN_SAMOA,2010,,,,,,,,
2010_DOD_(OVERSEAS_AND_DOMESTIC_COMBINED),DOD_(OVERSEAS_AND_DOMESTIC_COMBINED),2010,,,,,,,,
2010_GUAM,GUAM,2010,68.0,2102.0,2412.0,2771.0,1844.0,19391.0,10057.0,29516.0
2010_NORTHERN_MARIANAS,NORTHERN_MARIANAS,2010,462.0,604.0,841.0,816.0,716.0,6569.0,3417.0,10448.0
2010_PUERTO_RICO,PUERTO_RICO,2010,866.0,30968.0,36919.0,37481.0,29640.0,292681.0,134116.0,427663.0
2010_VIRGIN_ISLANDS,VIRGIN_ISLANDS,2010,,1063.0,1243.0,1159.0,1082.0,9455.0,4977.0,
2008_ALABAMA,ALABAMA,2008,6470.0,56205.0,58593.0,57809.0,46763.0,465403.0,217590.0,689463.0
2008_ALASKA,ALASKA,2008,1905.0,9744.0,9756.0,9673.0,9787.0,77614.0,41399.0,120918.0
2008_ARIZONA,ARIZONA,2008,16748.0,87229.0,83793.0,81576.0,76735.0,667539.0,316048.0,1000335.0
2008_ARKANSAS,ARKANSAS,2008,13254.0,37997.0,36345.0,35387.0,30256.0,289953.0,137196.0,440403.0
2008_CALIFORNIA,CALIFORNIA,2008,70497.0,461063.0,463904.0,486390.0,476156.0,3770281.0,2013687.0,5854465.0
2008_COLORADO,COLORADO,2008,28280.0,63985.0,61058.0,58733.0,55936.0,488039.0,238139.0,754458.0
2008_CONNECTICUT,CONNECTICUT,2008,14952.0,40684.0,41792.0,43027.0,40743.0,336582.0,174980.0,526514.0
2008_DELAWARE,DELAWARE,2008,738.0,9458.0,9521.0,9908.0,8120.0,76615.0,38619.0,115972.0
2008_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2008,7451.0,5122.0,4595.0,4540.0,3444.0,38190.0,17891.0,63532.0
2008_FLORIDA,FLORIDA,2008,48233.0,193428.0,198129.0,200736.0,167705.0,1607634.0,781725.0,2437592.0
2008_GEORGIA,GEORGIA,2008,40726.0,129336.0,127285.0,123857.0,96131.0,1015622.0,470108.0,1526456.0
2008_HAWAII,HAWAII,2008,1607.0,15475.0,13739.0,12665.0,11326.0,108733.0,53481.0,163821.0
2008_IDAHO,IDAHO,2008,2797.0,21516.0,21450.0,20623.0,18826.0,169241.0,81497.0,253535.0
2008_ILLINOIS,ILLINOIS,2008,92782.0,146969.0,152951.0,159272.0,147796.0,1239444.0,640512.0,1972738.0
2008_INDIANA,INDIANA,2008,11487.0,76308.0,78842.0,80874.0,72989.0,642226.0,316126.0,969839.0
2008_IOWA,IOWA,2008,17022.0,38522.0,35031.0,35324.0,38050.0,280022.0,151993.0,449037.0
2008_KANSAS,KANSAS,2008,14271.0,36267.0,34965.0,34366.0,32267.0,278255.0,139086.0,431612.0
2008_KENTUCKY,KENTUCKY,2008,18660.0,50643.0,49875.0,49668.0,43326.0,402718.0,197748.0,619126.0
2008_LOUISIANA,LOUISIANA,2008,28564.0,52660.0,57165.0,51910.0,38234.0,422989.0,180660.0,632213.0
2008_MAINE,MAINE,2008,2893.0,13475.0,13860.0,14886.0,15423.0,112956.0,63611.0,179460.0
2008_MARYLAND,MARYLAND,2008,26821.0,60530.0,59512.0,63639.0,60916.0,489122.0,267388.0,783331.0
2008_MASSACHUSETTS,MASSACHUSETTS,2008,26796.0,68540.0,70666.0,73170.0,68329.0,570479.0,292372.0,889647.0
2008_MICHIGAN,MICHIGAN,2008,29772.0,124451.0,117432.0,123823.0,126352.0,952522.0,535452.0,1517746.0
2008_MINNESOTA,MINNESOTA,2008,13522.0,61982.0,59822.0,62080.0,74202.0,484680.0,275864.0,774066.0
2008_MISSISSIPPI,MISSISSIPPI,2008,3106.0,38511.0,38159.0,37889.0,28288.0,305584.0,136917.0,445607.0
2008_MISSOURI,MISSOURI,2008,25435.0,67690.0,67620.0,68030.0,66266.0,542286.0,282460.0,850181.0
2008_MONTANA,MONTANA,2008,963.0,10802.0,10558.0,10890.0,10670.0,85104.0,45030.0,131097.0
2008_NEBRASKA,NEBRASKA,2008,11046.0,22790.0,20939.0,20958.0,22246.0,169076.0,89678.0,269800.0
2008_NEVADA,NEVADA,2008,3393.0,32188.0,34099.0,34394.0,23330.0,272468.0,125034.0,400895.0
2008_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2008,2834.0,10968.0,14613.0,15783.0,15419.0,119193.0,64939.0,186966.0
2008_NEW_JERSEY,NEW_JERSEY,2008,30746.0,93504.0,99242.0,100894.0,97515.0,795554.0,409500.0,1235800.0
2008_NEW_MEXICO,NEW_MEXICO,2008,6365.0,25680.0,25119.0,24366.0,19940.0,199370.0,98830.0,304565.0
2008_NEW_YORK,NEW_YORK,2008,50758.0,187194.0,190067.0,201895.0,185896.0,1552130.0,839837.0,2442725.0
2008_NORTH_CAROLINA,NORTH_CAROLINA,2008,24678.0,117282.0,114909.0,111050.0,88724.0,916966.0,429719.0,1371363.0
2008_NORTH_DAKOTA,NORTH_DAKOTA,2008,1262.0,7217.0,6812.0,7364.0,7608.0,55476.0,30773.0,87511.0
2008_OHIO,OHIO,2008,37873.0,130405.0,132680.0,137479.0,134522.0,1071216.0,577669.0,1686758.0
2008_OKLAHOMA,OKLAHOMA,2008,37726.0,50497.0,47245.0,45149.0,38798.0,378557.0,176679.0,592962.0
2008_OREGON,OREGON,2008,11855.0,40556.0,43272.0,43339.0,46120.0,343010.0,179972.0,534837.0
2008_PENNSYLVANIA,PENNSYLVANIA,2008,13686.0,126197.0,130592.0,139173.0,136937.0,1053231.0,579521.0,1646438.0
2008_RHODE_ISLAND,RHODE_ISLAND,2008,1985.0,9905.0,9752.0,11422.0,10709.0,86093.0,47359.0,135437.0
2008_SOUTH_CAROLINA,SOUTH_CAROLINA,2008,23376.0,52468.0,53996.0,53446.0,43189.0,431758.0,210511.0,665645.0
2008_SOUTH_DAKOTA,SOUTH_DAKOTA,2008,2626.0,10315.0,9234.0,9446.0,8831.0,74536.0,38952.0,116114.0
2008_TENNESSEE,TENNESSEE,2008,16864.0,76156.0,75091.0,72255.0,65306.0,591529.0,287401.0,895794.0
2008_TEXAS,TEXAS,2008,224759.0,362318.0,355578.0,343548.0,280308.0,2859434.0,1305637.0,4389830.0
2008_UTAH,UTAH,2008,9480.0,47046.0,44546.0,40261.0,37818.0,347943.0,155309.0,512732.0
2008_VERMONT,VERMONT,2008,4698.0,6192.0,6471.0,7004.0,7520.0,52104.0,30631.0,87433.0
2008_VIRGINIA,VIRGINIA,2008,29987.0,89931.0,91133.0,92881.0,87177.0,735090.0,380787.0,1145864.0
2008_WASHINGTON,WASHINGTON,2008,10995.0,73831.0,77999.0,78902.0,79916.0,619968.0,332224.0,963187.0
2008_WEST_VIRGINIA,WEST_VIRGINIA,2008,13150.0,20919.0,20162.0,21268.0,18914.0,165408.0,83252.0,261810.0
2008_WISCONSIN,WISCONSIN,2008,43161.0,60384.0,60319.0,62317.0,71799.0,485983.0,284222.0,813366.0
2008_WYOMING,WYOMING,2008,452.0,7215.0,6608.0,6456.0,6111.0,52968.0,26526.0,79946.0
2008_VIRGINIA,VIRGINIA,2008,1701.0,5423.0,4666.0,3863.0,2535.0,36807.0,12837.0,51345.0
2008_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2008,112.0,4251.0,3292.0,2936.0,2092.0,26249.0,10315.0,36676.0
2008_AMERICAN_SAMOA,AMERICAN_SAMOA,2008,,,,,,,,
2008_VIRGINIA,VIRGINIA,2008,2570.0,3459.0,2548.0,1485.0,484.0,19226.0,2758.0,24554.0
2008_GUAM,GUAM,2008,,,,,,,,
2008_NORTHERN_MARIANAS,NORTHERN_MARIANAS,2008,462.0,614.0,819.0,824.0,537.0,6658.0,3097.0,10217.0
2008_PUERTO_RICO,PUERTO_RICO,2008,372.0,30914.0,39544.0,40500.0,30419.0,314224.0,143727.0,458323.0
2008_VIRGIN_ISLANDS,VIRGIN_ISLANDS,2008,,977.0,1208.0,1166.0,1056.0,9590.0,5201.0,
2005_ALABAMA,ALABAMA,2005,2623.0,58692.0,55919.0,59643.0,43452.0,466164.0,212414.0,681201.0
2005_ALASKA,ALASKA,2005,1914.0,9934.0,9495.0,10793.0,9578.0,79377.0,42063.0,123354.0
2005_ARIZONA,ARIZONA,2005,9979.0,83529.0,80458.0,80683.0,79180.0,645851.0,354901.0,1010731.0
2005_ARKANSAS,ARKANSAS,2005,10372.0,38070.0,34951.0,37279.0,29351.0,286781.0,138237.0,435390.0
2005_CALIFORNIA,CALIFORNIA,2005,125099.0,458440.0,477828.0,489560.0,423241.0,3848455.0,1953077.0,5926631.0
2005_COLORADO,COLORADO,2005,23211.0,59398.0,57151.0,59929.0,51818.0,467266.0,229951.0,720428.0
2005_CONNECTICUT,CONNECTICUT,2005,12774.0,41206.0,42876.0,44680.0,38662.0,345725.0,175354.0,533853.0
2005_DELAWARE,DELAWARE,2005,680.0,8511.0,8896.0,10492.0,7555.0,75448.0,36298.0,112426.0
2005_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2005,5499.0,5545.0,5003.0,5196.0,3177.0,41142.0,18769.0,65410.0
2005_FLORIDA,FLORIDA,2005,47240.0,203325.0,195265.0,208413.0,157545.0,1622830.0,801629.0,2471699.0
2005_GEORGIA,GEORGIA,2005,38633.0,128397.0,119028.0,123678.0,87800.0,978416.0,453015.0,1470064.0
2005_HAWAII,HAWAII,2005,1412.0,14236.0,14127.0,13696.0,10899.0,111731.0,55258.0,168401.0
2005_IDAHO,IDAHO,2005,2784.0,19987.0,19860.0,20674.0,17876.0,160058.0,79153.0,241995.0
2005_ILLINOIS,ILLINOIS,2005,72131.0,147726.0,154372.0,160911.0,138518.0,1260190.0,631198.0,1963519.0
2005_INDIANA,INDIANA,2005,10501.0,75519.0,79078.0,82021.0,67050.0,638447.0,310607.0,959555.0
2005_IOWA,IOWA,2005,6826.0,37435.0,34160.0,38145.0,37611.0,281899.0,157322.0,446047.0
2005_KANSAS,KANSAS,2005,1837.0,34723.0,33229.0,35772.0,32870.0,272995.0,142349.0,417181.0
2005_KENTUCKY,KENTUCKY,2005,38125.0,50266.0,47639.0,50701.0,39157.0,395406.0,190975.0,624506.0
2005_LOUISIANA,LOUISIANA,2005,23328.0,52937.0,53121.0,53832.0,36735.0,405817.0,172444.0,601589.0
2005_MAINE,MAINE,2005,1894.0,13766.0,14198.0,16692.0,14683.0,117831.0,62007.0,181732.0
2005_MARYLAND,MARYLAND,2005,24219.0,56858.0,62347.0,68400.0,58766.0,507494.0,271449.0,803162.0
2005_MASSACHUSETTS,MASSACHUSETTS,2005,24617.0,68242.0,71410.0,76223.0,65635.0,582539.0,296511.0,903667.0
2005_MICHIGAN,MICHIGAN,2005,25009.0,131886.0,121830.0,134113.0,113351.0,1008809.0,538642.0,1572460.0
2005_MINNESOTA,MINNESOTA,2005,11633.0,59666.0,58563.0,65416.0,72173.0,486194.0,281486.0,779313.0
2005_MISSISSIPPI,MISSISSIPPI,2005,2488.0,40346.0,36787.0,38907.0,26383.0,308149.0,132192.0,442829.0
2005_MISSOURI,MISSOURI,2005,17848.0,68221.0,66215.0,74436.0,62632.0,549073.0,282563.0,849484.0
2005_MONTANA,MONTANA,2005,798.0,10300.0,10527.0,12050.0,11095.0,86477.0,47562.0,134837.0
2005_NEBRASKA,NEBRASKA,2005,6463.0,21888.0,20290.0,21998.0,21419.0,166704.0,91591.0,264758.0
2005_NEVADA,NEVADA,2005,2812.0,29978.0,32222.0,33502.0,20501.0,262221.0,116375.0,381408.0
2005_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2005,2525.0,10360.0,15151.0,17038.0,15001.0,125158.0,67112.0,194795.0
2005_NEW_JERSEY,NEW_JERSEY,2005,26794.0,93151.0,98565.0,103587.0,92175.0,806925.0,407314.0,1241033.0
2005_NEW_MEXICO,NEW_MEXICO,2005,6070.0,25140.0,23987.0,25987.0,19119.0,198342.0,97206.0,301618.0
2005_NEW_YORK,NEW_YORK,2005,40519.0,189924.0,196279.0,216226.0,173867.0,1626722.0,851404.0,2518645.0
2005_NORTH_CAROLINA,NORTH_CAROLINA,2005,9847.0,116829.0,105392.0,111894.0,82267.0,876442.0,413318.0,1299607.0
2005_NORTH_DAKOTA,NORTH_DAKOTA,2005,1052.0,6579.0,7016.0,7993.0,7889.0,58007.0,32645.0,91704.0
2005_OHIO,OHIO,2005,29791.0,135854.0,131691.0,144869.0,130436.0,1095686.0,578352.0,1703829.0
2005_OKLAHOMA,OKLAHOMA,2005,33418.0,48667.0,44194.0,47812.0,38013.0,372169.0,176683.0,582270.0
2005_OREGON,OREGON,2005,1049.0,39759.0,42071.0,44046.0,39414.0,338084.0,172185.0,511318.0
2005_PENNSYLVANIA,PENNSYLVANIA,2005,8790.0,127065.0,131236.0,148957.0,135778.0,1089528.0,600857.0,1699175.0
2005_RHODE_ISLAND,RHODE_ISLAND,2005,1688.0,9580.0,11484.0,12470.0,10587.0,92602.0,49552.0,143842.0
2005_SOUTH_CAROLINA,SOUTH_CAROLINA,2005,21604.0,52805.0,50408.0,55701.0,40327.0,423621.0,203514.0,648739.0
2005_SOUTH_DAKOTA,SOUTH_DAKOTA,2005,1217.0,9470.0,8883.0,9576.0,8956.0,72843.0,38482.0,112542.0
2005_TENNESSEE,TENNESSEE,2005,10190.0,76449.0,69773.0,72949.0,56949.0,575580.0,277352.0,863122.0
2005_TEXAS,TEXAS,2005,207967.0,350124.0,329969.0,335824.0,257151.0,2710248.0,1257055.0,4175270.0
2005_UTAH,UTAH,2005,3933.0,42307.0,38635.0,38463.0,36923.0,311404.0,150786.0,466123.0
2005_VERMONT,VERMONT,2005,4061.0,6069.0,6549.0,7559.0,7499.0,54532.0,31856.0,90449.0
2005_VIRGINIA,VIRGINIA,2005,19868.0,89427.0,88883.0,95716.0,78913.0,732004.0,372317.0,1124189.0
2005_WASHINGTON,WASHINGTON,2005,12735.0,72644.0,74401.0,81440.0,76505.0,614103.0,332503.0,959341.0
2005_WEST_VIRGINIA,WEST_VIRGINIA,2005,8942.0,21428.0,19999.0,22147.0,18022.0,166618.0,83677.0,259237.0
2005_WISCONSIN,WISCONSIN,2005,31218.0,60382.0,59984.0,66985.0,69665.0,492398.0,291176.0,814792.0
2005_WYOMING,WYOMING,2005,439.0,6381.0,6111.0,6819.0,6079.0,50375.0,27214.0,78028.0
2005_DOD_OVERSEAS,DOD_OVERSEAS,2005,2299.0,4988.0,5261.0,4403.0,2700.0,41404.0,13852.0,57555.0
2005_BIE,BIE,2005,,4745.0,3611.0,4385.0,2655.0,31388.0,14805.0,
2005_AMERICAN_SAMOA,AMERICAN_SAMOA,2005,1560.0,1022.0,1109.0,1232.0,1064.0,9184.0,4623.0,15367.0
2005_DOD_DOMESTIC,DOD_DOMESTIC,2005,2796.0,3505.0,2523.0,1377.0,536.0,19257.0,2771.0,24824.0
2005_GUAM,GUAM,2005,446.0,2311.0,2480.0,2343.0,1459.0,19189.0,9040.0,28675.0
2005_NORTHERN_MARIANAS,NORTHERN_MARIANAS,2005,580.0,727.0,870.0,810.0,682.0,7044.0,3291.0,10915.0
2005_PUERTO_RICO,PUERTO_RICO,2005,212.0,37695.0,43432.0,42804.0,33016.0,348233.0,157528.0,505973.0
2005_VIRGIN_ISLANDS,VIRGIN_ISLANDS,2005,,993.0,1277.0,1371.0,1000.0,10732.0,5022.0,
1997_ALABAMA,ALABAMA,1997,9886.0,58326.0,57431.0,58210.0,44272.0,472847.0,208148.0,690881.0
1997_ALASKA,ALASKA,1997,2183.0,10249.0,10473.0,9954.0,7771.0,83217.0,36474.0,121874.0
1997_ARIZONA,ARIZONA,1997,4674.0,63857.0,65170.0,60138.0,44259.0,522450.0,217764.0,744888.0
1997_ARKANSAS,ARKANSAS,1997,1672.0,35761.0,34067.0,36229.0,29204.0,282911.0,133449.0,418032.0
1997_CALIFORNIA,CALIFORNIA,1997,76584.0,463684.0,451069.0,412604.0,317595.0,3591033.0,1578929.0,5246546.0
1997_COLORADO,COLORADO,1997,12861.0,51408.0,53023.0,52632.0,39263.0,429624.0,192259.0,634744.0
1997_CONNECTICUT,CONNECTICUT,1997,9680.0,42382.0,43175.0,39089.0,29660.0,340533.0,140872.0,491085.0
1997_DELAWARE,DELAWARE,1997,572.0,8039.0,8758.0,8905.0,6741.0,70161.0,33188.0,103921.0
1997_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,1997,5156.0,6982.0,5357.0,4376.0,2961.0,45470.0,15896.0,66522.0
1997_FLORIDA,FLORIDA,1997,54044.0,174874.0,180873.0,173913.0,108366.0,1451398.0,613761.0,2119203.0
1997_GEORGIA,GEORGIA,1997,29357.0,111081.0,108023.0,103107.0,69355.0,870113.0,365429.0,1264899.0
1997_HAWAII,HAWAII,1997,606.0,15473.0,15127.0,13829.0,10266.0,120253.0,53448.0,174307.0
1997_IDAHO,IDAHO,1997,2109.0,17499.0,18527.0,19696.0,17020.0,149216.0,75579.0,226904.0
1997_ILLINOIS,ILLINOIS,1997,55835.0,153934.0,146478.0,145853.0,129084.0,1225615.0,558129.0,1839579.0
1997_INDIANA,INDIANA,1997,5521.0,72989.0,75303.0,75575.0,64829.0,611905.0,291854.0,909280.0
1997_IOWA,IOWA,1997,4757.0,36486.0,34950.0,37631.0,36808.0,290135.0,155528.0,450420.0
1997_KANSAS,KANSAS,1997,5373.0,32274.0,35172.0,36832.0,30922.0,287426.0,140182.0,432981.0
1997_KENTUCKY,KENTUCKY,1997,22065.0,48324.0,47241.0,50385.0,40153.0,397019.0,192093.0,611177.0
1997_LOUISIANA,LOUISIANA,1997,15442.0,60679.0,57485.0,55957.0,41527.0,474287.0,207966.0,697695.0
1997_MAINE,MAINE,1997,969.0,15543.0,16834.0,17218.0,12820.0,135272.0,58543.0,194784.0
1997_MARYLAND,MARYLAND,1997,19739.0,60385.0,64763.0,60010.0,46532.0,514894.0,221995.0,756628.0
1997_MASSACHUSETTS,MASSACHUSETTS,1997,18226.0,73125.0,75586.0,69388.0,54354.0,600322.0,252519.0,871067.0
1997_MICHIGAN,MICHIGAN,1997,22468.0,133202.0,123229.0,119473.0,92690.0,1015901.0,441403.0,1479772.0
1997_MINNESOTA,MINNESOTA,1997,8945.0,62126.0,63494.0,66529.0,63727.0,516654.0,265896.0,791495.0
1997_MISSISSIPPI,MISSISSIPPI,1997,1289.0,39378.0,38266.0,38455.0,26788.0,314687.0,133301.0,449277.0
1997_MISSOURI,MISSOURI,1997,16384.0,71575.0,67790.0,68190.0,55673.0,554625.0,258082.0,829091.0
1997_MONTANA,MONTANA,1997,484.0,11553.0,12165.0,13035.0,11301.0,99668.0,50288.0,150440.0
1997_NEBRASKA,NEBRASKA,1997,4514.0,21436.0,21168.0,23190.0,20912.0,175734.0,90997.0,271245.0
1997_NEVADA,NEVADA,1997,1902.0,23809.0,23936.0,21910.0,15782.0,192460.0,77801.0,272163.0
1997_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1997,1577.0,8763.0,16688.0,15967.0,11656.0,134206.0,56301.0,192084.0
1997_NEW_JERSEY,NEW_JERSEY,1997,10220.0,92171.0,94806.0,83985.0,68008.0,750044.0,306327.0,1066591.0
1997_NEW_MEXICO,NEW_MEXICO,1997,4131.0,24346.0,25521.0,25525.0,18080.0,207116.0,96080.0,307327.0
1997_NEW_YORK,NEW_YORK,1997,32086.0,206548.0,210379.0,197148.0,146818.0,1691688.0,776218.0,2499992.0
1997_NORTH_CAROLINA,NORTH_CAROLINA,1997,8195.0,102951.0,98688.0,93033.0,62552.0,795088.0,329647.0,1132930.0
1997_NORTH_DAKOTA,NORTH_DAKOTA,1997,713.0,8373.0,8678.0,9555.0,8815.0,71244.0,38242.0,110199.0
1997_OHIO,OHIO,1997,20795.0,137372.0,138301.0,138635.0,120070.0,1133235.0,547865.0,1701895.0
